SiteName	Country	Period	PhaseCode	LabCode	C14Age	C14SD	Material	MaterialSpecies	tpq	taq	Longitude	Latitude	bib	bib_url
Grotte Tournie	France	EN	Layer VIb	MC-904	6400	150	wood charcoal	n/d	-5626	-5011	2.85	43.45	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Font-des-Pigeons	France	EN	C9	MC-941	6070	100	n/a	n/a	-5288	-4726	5.1667	43.3834	Courtin et al. 1985	Courtin85
Abri de la Font-des-Pigeons	France	EN	C11	MC-942	6050	100	n/a	n/a	-5214	-4722	5.1667	43.3834	Courtin et al. 1985	Courtin85
Cialdino	Italy	EN	n/a	n/a-1	6460	35	wood charcoal	n/d	-5480	-5336	11.451691	44.144749	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Cialdino	Italy	EN	n/a	n/a-2	6410	35	wood charcoal	n/d	-5474	-5316	11.451691	44.144749	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Cialdino	Italy	EN	n/a	n/a-3	6375	35	wood charcoal	n/d	-5472	-5223	11.451691	44.144749	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Costamar	Spain	EN	n/a	n/a-4	5996	38	animal bone	Bos taurus	-4994	-4792	0.158587	40.136833	Ibanez et al. 2017	https://doi.org/10.1007/978-3-319-52939-4_13
Grotta Bella	Italy	MN	Inferior layers	n/a-5	6450	90	n/d	n/d	-5613	-5219	12.482	42.646	Rosini & Silvestrini 2009	Rosini09
Cerro de la Virtud	Spain	EN	Layer II (hoguera)	n/a-8	5880	49	wood charcoal	n/d	-4893	-4611	-2.1334	37.35	Marti-Oilver & Juan Cabanilles & 2014	Marti14
Pian dei Cavalli	Italy	LM	CA13	NA-159	7610	260	wood charcoal	n/d	-7174	-5928	9.294722	46.419665	Biagi 1997	Biagi1997b
Pian dei Cavalli	Italy	LM	CA1	NA-192	7540	210	wood charcoal	n/d	-7031	-5995	9.294722	46.419665	Biagi 1997	Biagi1997b
Clos de Roque / Chemin de Barjols	France	MN	Phase 1	Nza-33014	5907	25	animal bone	Canis sp.	-4839	-4717	5.86528	43.459259	Remicourt et al. 2014	Remicourt14
Masseria Candelaro	Italy	EN	Sector 45C, inhumation T2	OxA-10013	6450	50	human bone	Homo sapiens	-5510	-5313	15.750553	41.61289	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cova de l'Or	Spain	EN	V	OxA-10191	6275	70	plant seed	Triticum aestivum/durum	-5466	-5041	-0.364154	38.84465	Marti Oliver 2011	Marti11
Cova de l'Or	Spain	EN	V	OxA-10192	6310	70	plant seed	Triticum aestivum/durum	-5472	-5066	-0.364154	38.84465	Marti Oliver 2011	Marti11
Masseria Candelaro	Italy	EN	Pit P3	OxA-12062	6638	34	animal bone	Ovis aries	-5627	-5483	15.750553	41.61289	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Masseria Candelaro	Italy	EN	Pit P2, layer 8	Oxa-12063	6601	37	human bone	Homo sapiens	-5619	-5479	15.750553	41.61289	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Masseria Candelaro	Italy	EN	Structure Q	OxA-12064	6501	37	human bone	Homo sapiens	-5536	-5371	15.750553	41.61289	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Grotta dell'Uzzo	Italy	LMEN	Trench F, cut 10	OxA-13661	7410	32	shell	Marine shell	-6392	-6223	12.786694	38.109951	Natali & Forgia 2018	https://doi.org/10.1016/j.quaint.2017.07.004
Grotta dell'Uzzo	Italy	LMEN	Trench F, cut 12	OxA-13662	7744	33	shell	Marine shell	-6643	-6481	12.786694	38.109951	Natali & Forgia 2018	https://doi.org/10.1016/j.quaint.2017.07.004
Grotta dell'Uzzo	Italy	EN	F[7-10]-W[15]	OxA-13808	7173	37	shell	Osilinus turbinatus	-6084	-5927	12.786694	38.109951	Manino et al. 2012	https://doi.org/10.1111/j.1475-4754.2007.00291.x
Grotta dell'Uzzo	Italy	LMEN	Trench F, cut 7	OxA-13808-7640-7510	7173	37	shell	Marine shell	-6084	-5927	12.786694	38.109951	Natali & Forgia 2018	https://doi.org/10.1016/j.quaint.2017.07.004
Danilo-Bitinj	Croatia	MN	A/17	OxA-14449	6284	40	animal bone	Ovis musimon	-5363	-5080	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Coppa Nevigata	Italy	EN	Phase II-III	OxA-1474	6850	80	plant seed	Hordeum sp.	-5968	-5622	15.830555	41.563888	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Coppa Nevigata	Italy	EN	Phase II-III	OxA-1475	6880	90	plant seed	Cerealia sp.	-5979	-5627	15.830555	41.563888	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Mala Triglavca	Slovenia	LMEN	Grid 5, Layer 4.10	OxA-15134	6602	37	animal bone	Cervus elaphus	-5620	-5479	13.9568	45.6744	Mlekuz et al. 2008	https://doi.org/10.4312/dp.35.18
Mala Triglavca	Slovenia	LMEN	Grid 5-6, Layer 3.60-3.70	OxA-15136	7255	40	animal bone	Cervus elaphus	-6224	-6030	13.9568	45.6744	Mlekuz et al. 2008	https://doi.org/10.4312/dp.35.18
Mala Triglavca	Slovenia	LMEN	Grid 4, Layer 3.70-3.90	OxA-15137	7229	38	animal bone	Ungulate	-6221	-6015	13.9568	45.6744	Mlekuz et al. 2008	https://doi.org/10.4312/dp.35.18
Mala Triglavca	Slovenia	LMEN	Grid 7, Layer 2.90-3.05	OxA-15139	6451	36	animal bone	Cervus sp.	-5479	-5332	13.9568	45.6744	Mlekuz et al. 2008	https://doi.org/10.4312/dp.35.18
Mala Triglavca	Slovenia	LMEN	Grid 4, Layer 3.70-3.90	OxA-15223	6647	37	animal bone	Cervus sp.	-5631	-5482	13.9568	45.6744	Mlekuz et al. 2008	https://doi.org/10.4312/dp.35.18
Cova de Can Sadurni	Spain	EN	US 18	OxA-15488	6421	34	plant seed	Triticcum durum	-5474	-5326	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cova de Can Sadurni	Spain	EN	US 18	OxA-15489	6391	34	plant seed	Triticcum durum	-5474	-5231	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cova de Can Sadurni	Spain	MN	US 10-10b	OxA-15490	5279	31	plant seed	Triticum sp.	-4235	-3991	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cova de Can Sadurni	Spain	EN	US 18	OxA-15491	6375	34	plant seed	Triticcum durum	-5472	-5223	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cueva Murcielagos Zuheros	Spain	EN	Phase A/66	OxA-15646	6184	35	plant seed	Hordeum/Triticum	-5285	-5011	-4.304	37.542	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Cueva Murcielagos Zuheros	Spain	EN	Phase A/45	OxA-15647	6192	35	plant seed	Hordeum vulgare	-5294	-5033	-4.304	37.542	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Cueva Murcielagos Zuheros	Spain	EN	Phase A/41	OxA-15648	6199	36	plant seed	Hordeum vulgare	-5297	-5038	-4.304	37.542	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Cueva Murcielagos Zuheros	Spain	EN	Phase B/38	OxA-15649	6056	35	plant seed	Hordeum vulgare	-5197	-4845	-4.304	37.542	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Cueva Murcielagos Zuheros	Spain	EN	Silo 1969	OxA-15650	6170	37	plant seed	Hordeum vulgare	-5215	-5004	-4.304	37.542	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Danilo-Bitinj	Croatia	MN	B/21	OxA-15680	5987	35	plant seed	Triticum monococcum	-4988	-4789	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	A/46	OxA-15681	6180	34	plant seed	Triticum dicoccum	-5216	-5009	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	A/31	OxA-15764	6226	37	plant seed	Triticum dicoccum	-5305	-5052	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	E/14	OxA-15765	6245	39	plant seed	Triticum monococcum	-5311	-5062	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	MN	C/7	OxA-17124	6197	39	plant seed	Triticum dicoccum	-5299	-5031	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	EN	C/23	OxA-17125	6568	36	plant seed	Triticum dicoccum	-5616	-5475	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	E/5	OxA-17126	6237	37	plant seed	Triticum monococcum	-5307	-5061	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	EN	D/11	OxA-17193	6625	36	plant seed	Triticum dicoccum	-5623	-5482	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	EN	D/21	OxA-17194	6999	37	plant seed	Triticum dicoccum	-5985	-5781	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	EN	A/8	OxA-17195	6626	39	plant seed	Triticum monococcum	-5624	-5482	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	A/14	OxA-17196	6212	35	plant seed	Triticum monococcum	-5301	-5046	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	A/36	OxA-17197	6121	37	plant seed	Triticum monococcum	-5209	-4946	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	B/24	OxA-17198	6093	36	plant seed	Rosa sp.	-5208	-4852	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	B/24	OxA-17199	6103	37	animal bone	Ovis aries	-5209	-4906	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	C/7	OxA-17200	6161	36	plant seed	Rosa sp.	-5212	-5005	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	MN	D/3	OxA-17223	6170	35	plant seed	Triticum dicoccum	-5214	-5009	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	C/15	OxA-17224	6083	35	plant seed	Rosa sp.	-5206	-4848	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pokrovnik	Croatia	EN	A/33	OxA-17328	6810	40	plant seed	Triticum dicoccum	-5761	-5627	16.062428	43.804792	McClure et al. 2016	https://doi.org/10.2458/56.17918
Danilo-Bitinj	Croatia	MN	B/6	OxA-17329	6204	38	plant seed	Rosa sp.	-5300	-5040	16.032523	43.71044	McClure et al. 2016	https://doi.org/10.2458/56.17918
Pupicina Cave	Croatia	LMEN	n/a	OxA-18027	6190	36	wood charcoal	Fraxinus sp.	-5293	-5030	14.1642	45.3156	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Vela Spila	Croatia	EN	n/a	OxA-18118	7134	37	wood charcoal	Rhamnus sp.	-6070	-5919	16.71836	42.969649	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Pupicina Cave	Croatia	MN	n/a	OxA-18119	6516	36	wood charcoal	Fraxinus sp.	-5606	-5377	14.1642	45.3156	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Nakovana	Croatia	EN	Phase 1a	OxA-18120	7050	37	wood charcoal	Juniperus sp.	-6013	-5842	17.083588	43.00062	Forenbaher & Perhoc 2015	Forenbaher15
Nakovana	Croatia	EN	Phase 1b	OxA-18121	6982	36	wood charcoal	Juniperus sp.	-5979	-5755	17.083588	43.00062	Forenbaher & Perhoc 2015	Forenbaher15
Nakovana	Croatia	EN	Phase 1b	OxA-18122	6975	37	wood charcoal	Pinus sp.	-5978	-5747	17.083588	43.00062	Forenbaher & Perhoc 2015	Forenbaher15
Nakovana	Croatia	EN	Phase 2	OxA-18123	6711	36	wood charcoal	Prunus sp.	-5715	-5558	17.083588	43.00062	Forenbaher & Perhoc 2015	Forenbaher15
Nakovana	Croatia	EN	Phase 2	OxA-18124	6609	37	wood charcoal	Prunus sp.	-5621	-5479	17.083588	43.00062	Forenbaher & Perhoc 2015	Forenbaher15
Pupicina Cave	Croatia	MN	n/a	OxA-18128	6606	36	wood charcoal	Fraxinus sp.	-5621	-5479	14.1642	45.3156	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Jacmica Cave	Croatia	MN	n/a	OxA-18181	6191	31	wood charcoal	Fraxinus sp.	-5287	-5040	13.945246	45.442898	Forenbaher & Miracle 2014	Forenbaher14
San Marco di Gubbio	Italy	EN	Layer 22, 115E/214N	OxA-1851	6270	70	plant seed	Triticum compactum	-5463	-5038	12.598891	43.329629	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb01086.x
San Marco di Gubbio	Italy	EN	Layer 22, 116-7E/213N	OxA-1852	6245	90	plant seed	Vitis sp.	-5468	-4953	12.598891	43.329629	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb01086.x
San Marco di Gubbio	Italy	EN	Layer 17, 113-4E/215N	OxA-1853	6430	80	plant seed	Triticum aestivum	-5539	-5217	12.598891	43.329629	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb01086.x
San Marco di Gubbio	Italy	EN	Layer 15/3, 109-1 IOE	OxA-1854	6120	90	plant seed	Hordeum vulgare	-5301	-4801	12.598891	43.329629	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb01086.x
San Marco di Gubbio	Italy	EN	Layer 15, 111-113E	OxA-1855	5750	70	animal bone	Caprinae sp.	-4784	-4448	12.598891	43.329629	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb01086.x
Lama dei Peligni	Italy	EN	Sample of human left humerus, discovered in 1913, from La Maiella	OxA-1958	6540	80	human bone	Homo sapiens	-5626	-5333	14.183333	42.049936	Hedges et al. 1990	https://doi.org/10.1111/j.1475-4754.1990.tb00468.x
Villandro/Villanders	Italy	EN	US 30 tg 9	OxA-19733	6038	32	plant seed	Hordeum vulgare	-5027	-4841	11.540357	46.63156	Mottes 2013	Mottes13
San Sebastiano di Perti	Italy	EN	Sezione	OxA-19734	6675	33	plant seed	Triticum sp.	-5661	-5526	8.309641	44.184808	Biagi & Starnini 2016	Biagi16
Lugo di Romagna	Italy	EN	"US 1062; campione 2118; settore V"	OxA-19735	6212	32	plant seed	Triticum dicoccum	-5299	-5050	11.901914	44.464184	Degasperi & Steffe 2019	Degasperi19
Lugo di Romagna	Italy	EN	"US 929; campione 2545; settore V"	OxA-19736	6213	33	plant seed	Triticum dicoccum	-5301	-5048	11.901914	44.464184	Degasperi & Steffe 2019	Degasperi19
Isorella	Italy	EN	Pit I	OxA-19737	5850	34	plant seed	Triticum monococcum	-4797	-4609	10.317833	45.325119	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cecima	Italy	EN	n/a	OxA-19803	6240	30	plant seed	Hordeum vulgare	-5306	-5067	9.7834	44.8334	Starnini et al. 2018	https://doi.org/10.1016/j.quaint.2017.05.059
Boul. Periph. Nord de Lyon	France	EN	n/a	OxA-19858	6062	33	n/a	n/a	-5199	-4847	4.8	45.78	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
La Draga	Spain	EN	Sector A, Phase I	OxA-20231	6163	33	plant seed	Cerealia sp.	-5212	-5011	2.758536	42.126877	Bosch et al. 2011	Bosch11
La Draga	Spain	EN	Sector A, Phase I	OxA-20232	6121	33	plant seed	Cerealia sp.	-5209	-4946	2.758536	42.126877	Bosch et al. 2011	Bosch11
La Draga	Spain	EN	Sector A, Phase I	OxA-20233	6179	33	plant seed	Cerealia sp.	-5216	-5011	2.758536	42.126877	Bosch et al. 2011	Bosch11
La Draga	Spain	EN	E-5 Hearth sector A, Phase II	OxA-20234	6127	33	plant seed	Cerealia sp.	-5209	-4953	2.758536	42.126877	Bosch et al. 2011	Bosch11
La Draga	Spain	EN	E21 Hearth sector A, Phase II	OxA-20235	6143	33	plant seed	Cerealia sp.	-5210	-4996	2.758536	42.126877	Bosch et al. 2011	Bosch11
Kargadur	Croatia	EN	n/a	OxA-21092	6769	33	plant seed	Hordeum sp.	-5723	-5626	13.950637	44.819147	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Kargadur	Croatia	EN	n/a	OxA-21093	6612	32	plant seed	Hordeum sp.	-5621	-5480	13.950637	44.819147	Forenbaher et al. 2013	https://doi.org/10.1179/1461957113Y.0000000038
Campo Ceresole	Italy	EN	n/a	OxA-21358	6122	38	plant seed	Hordeum sativum	-5209	-4947	10.409778	45.11432	Starnini et al. 2018	https://doi.org/10.1016/j.quaint.2017.05.059
San Sebastiano di Perti	Italy	EN	Sezione	OxA-21359	6767	39	plant seed	Triticum dicoccum	-5729	-5622	8.309641	44.184808	Biagi & Starnini 2016	Biagi16
Lugo di Romagna	Italy	EN	"Dal tetto di US 223; campione 2299; settore V"	OxA-23071	6262	38	plant seed	Cerealia sp.	-5317	-5072	11.901914	44.464184	Degasperi & Steffe 2019	Degasperi19
Grotta delle Arene Candide	Italy	EN	Excavations R. Maggi 1996-2004-2005	OxA-23072	6778	39	plant seed	Triticum dicoccum	-5730	-5625	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Umbro	Italy	EN	210-220 cm (Stratum II/III)	OxA-23117	6425	35	plant seed	Hordeum vulgare	-5474	-5327	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	250-260 cm (Stratum IV)	OxA-23118	6484	33	plant seed	Hordeum vulgare	-5516	-5370	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	250-260 cm (Stratum IV)	OxA-23119	6452	35	plant seed	Cerealia sp.	-5479	-5332	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	280-290 cm (Stratum V)	OxA-23120	6526	34	plant seed	Tricticum and unidentified cereals	-5609	-5382	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	300-310 cm (Stratum V)	OxA-23121	6448	30	plant seed	Cerealia sp.	-5479	-5336	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	250-260 cm (Stratum V)	OxA-23122	6432	33	plant seed	Cerealia sp.	-5475	-5331	15.9178	37.9392	Robb 2000	Robb00
Isorella	Italy	EN	n/a	OxA-23133	6183	33	plant seed	Triticum aestivum	-5280	-5012	10.317833	45.325119	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Crvena Stijena	Montenegro	LM	Test pit D, 0.8-	OxA-23344	7595	34	animal bone	Sus sp.	-6498	-6397	18.48468	42.755638	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Cova de la Sarsa	Spain	EN	n/a	OxA-236022	6389	33	animal bone	Bos taurus	-5474	-5230	-0.58196	38.756766	Garcia Borja et al. 2018	GarciaBorja18
Cova de la Sarsa	Spain	EN	n/a	OxA-236025	6399	35	animal bone	Bos taurus	-5474	-5310	-0.58196	38.756766	Garcia Borja et al. 2018	GarciaBorja18
Petriolo III south	Italy	UM	n/a	OxA-2363	7610	60	wood charcoal	Corylus sp.	-6596	-6272	11.35	43.317	Facchinetti 2012	Facchinetti12
Cova Colomera	Spain	EN	CE14	OxA-23634	6170	30	plant seed	Triticcum aestivum/durum	-5214	-5015	0.762786	42.085527	Oms et al. 2013	https://doi.org/10.7203/SAGVNTVM.45.2007
Cova Bonica	Spain	EN	IV EC-1	OxA-23647	6158	32	animal bone	Ovis aries	-5211	-5006	1.932166	41.387861	Daura et al. 2019	https://doi.org/10.1016/j.jasrep.2018.10.036
Arma dell'Aquila	Italy	EN	Burial I, individual 2	OxA-2365-50	6669	34	human bone	Homo sapiens	-5656	-5486	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
Arma dell'Aquila	Italy	EN	RS2	OxA-2365-51	5738	33	human bone	Homo sapiens	-4686	-4494	8.32967	44.204708	Sparacello et al. 2019	https://doi.org/10.1016/j.quaint.2019.02.003
El Cavet	Spain	EN	US 2012	OxA-25802	6440	40	plant seed	Triticcum aestivum/durum	-5477	-5331	1.071025	41.076358	Juan Cabanilles et al. 2017	https://doi.org/10.1007/978-3-319-52939-4_3
Plansallosa	Spain	MN	Layer II	OxA-2592	5890	80	wood charcoal	n/d	-4982	-4546	2.632176	42.234215	Tabernero et al. 1999	Tabernero99
Cova Fosca Vall Ebo	Spain	EN	n/a	OxA-26047	6413	33	animal bone	Ovis sp.	-5474	-5319	-0.163287	38.800601	Garcia Borja et al. 2012	Borja12
El Cavet	Spain	EN	US 2014	OxA-26061	6536	36	plant seed	Triticcum aestivum/durum	-5612	-5386	1.071025	41.076358	Juan Cabanilles et al. 2017	https://doi.org/10.1007/978-3-319-52939-4_3
Cova Bonica	Spain	EN	IV FP-14	OxA-26062	6340	40	wood charcoal	Arbutus unedo	-5466	-5215	1.932166	41.387861	Daura et al. 2019	https://doi.org/10.1016/j.jasrep.2018.10.036
Cova del Vidre	Spain	EN	II hogar	OxA-26064	6181	35	animal bone	Ovis aries	-5217	-5007	0.318547	40.857133	Bosch 2016	Bosch16
Cova del Vidre	Spain	EN	II	OxA-26065	6248	33	animal bone	Ovis aries	-5309	-5071	0.318547	40.857133	Bosch 2016	Bosch16
Pou Nou	Spain	EN	e3	OxA-26066	6033	36	animal bone	Ovis/Capra	-5032	-4804	1.724014	41.289265	Oms et al. 2018	https://doi.org/10.1016/j.quaint.2017.06.003
Pou Nou	Spain	EN	e13	OxA-26067	6009	32	animal bone	Ovis/Capra	-4994	-4799	1.724014	41.289265	Oms et al. 2018	https://doi.org/10.1016/j.quaint.2017.06.003
Guixeres de Vilobi	Spain	EN	Horizonte A	OxA-26068	6655	45	animal bone	Ovis aries	-5643	-5481	1.665863	41.382693	Oms et al. 2014	https://doi.org/10.3989/tp.2014.12123
Guixeres de Vilobi	Spain	EN	Horizonte A	OxA-26069	6458	38	animal bone	Ovis aries	-5480	-5331	1.665863	41.382693	Oms et al. 2014	https://doi.org/10.3989/tp.2014.12123
Cova del Toll	Spain	EN	IIb	OxA-26070	6425	35	animal bone	Ovis aries	-5474	-5327	2.150441	41.805629	Cebria et al. 2014	https://doi.org/10.3989/tp.2014.12128
Cova del Toll	Spain	EN	IIb	OxA-26071	6390	34	animal bone	Ovis aries	-5474	-5231	2.150441	41.805629	Cebria et al. 2014	https://doi.org/10.3989/tp.2014.12128
Cova de Sant Llorenc	Spain	EN	n3	OxA-26072	6004	32	animal bone	Ovis aries	-4992	-4798	1.831924	41.252455	Oms et al. 2016	Oms16
Cova de la Sarsa	Spain	EN	Vestibulo	OxA-26075	6420	32	animal bone	Ovis aries	-5474	-5325	-0.58196	38.756766	Garcia Borja et al. 2018	GarciaBorja18
Cova de la Sarsa	Spain	EN	East	OxA-26076	6506	32	animal bone	Ovis aries	-5536	-5374	-0.58196	38.756766	Bernabeu et al. 2017	https://doi.org/10.1016/j.quaint.2017.03.071
Cueva de Nerja	Spain	EN	NM-5	OxA-26077	5998	31	animal bone	Ovis/Capra	-4988	-4796	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	Mina -NM5	OxA-26078	6149	31	animal bone	Ovis aries	-5209	-5003	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Cueva de Nerja	Spain	EN	NM-6	OxA-26079	6207	32	animal bone	Ovis aries	-5298	-5046	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	NM-7	OxA-26080	6196	31	animal bone	Ovis aries	-5291	-5042	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	NM-7	OxA-26081	6219	33	animal bone	Ovis aries	-5302	-5052	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	NM-8	OxA-26082	6214	35	animal bone	Ovis aries	-5302	-5047	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	NM-9	OxA-26083	6252	33	animal bone	Ovis aries	-5311	-5071	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Cueva de Nerja	Spain	EN	NM-9	OxA-26084	6254	33	animal bone	Ovis aries	-5311	-5072	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Cueva de Nerja	Spain	EN	NM-10	OxA-26085	6342	37	animal bone	Ovis/Capra	-5465	-5216	-3.844529	36.762871	Garcia Borja et al. 2014	GarciaBorja14
Cueva de Nerja	Spain	EN	Mina NM-12	OxA-26086	6466	33	animal bone	Ovis/Capra	-5481	-5362	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Petriolo III south	Italy	LM	unit 2	OxA-2630	7480	100	wood charcoal	n/d	-6497	-6083	11.35	43.317	Manen & Sabatier 2003	https://doi.org/10.3406/bspf.2003.12868
Vruca pecina	Montenegro	LM	Quad. A5/2, spit 8, bag 122	OxA-28274	6969	33	animal bone	Cervus elaphus	-5974	-5748	19.359722	42.516111	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Cova Bonica	Spain	EN	IV2 Ind.1	OxA-29639	6351	32	human bone	Homo sapiens	-5467	-5217	1.932166	41.387861	Daura et al. 2019	https://doi.org/10.1016/j.jasrep.2018.10.036
Vruca pecina	Montenegro	LM	Quad. B4/4, spit 21, inv. VR-40/97-1	OxA-31133	8200	45	animal bone	Cervus elaphus	-7344	-7066	19.359722	42.516111	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Vruca pecina	Montenegro	LM	Quad. B4/2, spit 9, bag 202	OxA-32282	6902	35	animal bone	Cervus elaphus	-5883	-5719	19.359722	42.516111	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Odmut cave	Montenegro	LM	XA Block IV/2, spit 11	OxA-32283	7757	38	animal bone	Cervus elaphus	-6648	-6481	18.853694	42.887835	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Vrbicka cave	Montenegro	LM	Tr. 1/2013, spit 5, quad. 103/102/C	OxA-32862	7923	39	plant seed	Corylus avellana	-7035	-6653	18.889957	42.887835	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Odmut cave	Montenegro	LM	Ib Block II, spit 18, inv. 199 (S.1)	OxA-34966	7980	50	animal bone	Cervus elaphus	-7050	-6696	18.853694	42.887835	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Odmut cave	Montenegro	LM	XC Block III/2, spit 13, inv. 132 (S.2)	OxA-35001	7035	36	animal bone	Cervus elaphus	-6009	-5835	18.853694	42.887835	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Odmut cave	Montenegro	LM	Ia Block V, spit 16, inv. 476 (S.4)	OxA-35003	7770	40	animal bone	Cervus elaphus	-6681	-6481	18.853694	42.887835	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Masseria Candelaro	Italy	EN	Sector  43A-Fb, inhumation 1	OxA-3683	6200	95	human bone	Homo sapiens	-5366	-4856	15.750553	41.61289	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
