SiteName	Country	Period	PhaseCode	LabCode	C14Age	C14SD	Material	MaterialSpecies	tpq	taq	Longitude	Latitude	bib	bib_url
Cova Avellaner	Spain	EN	Cave  1	CNA-3305.2	6204	34	human bone	Homo sapiens	-5297	-5045	2.543608	42.074979	Gibaja et al. 2017	https://doi.org/10.21630/maa.2018.69.01
Cova Avellaner	Spain	EN	Cave 3	CNA-3306.1	6094	40	human bone	Homo sapiens	-5209	-4851	2.543608	42.074979	Gibaja et al. 2018	https://doi.org/10.21630/maa.2018.69.01
Cerro de la Higuera	Spain	EN	n/a	CNA-457	5980	60	plant seed	Cerealia sp.	-5009	-4718	-4.875803	36.924698	Espejo et al. 2013	Espejo13
Cueva Lobrica	Spain	EN	Hearth,Test pit 2	CNA-4611.1.1	6410	35	wood charcoal	n/d	-5474	-5316	0.100692	42.515372	Gassiot et al. 2019	Gassiot19
Obagues de Ratera	Spain	LMEN	11B2	CNA-4630.1.1	6800	35	wood charcoal	Pinus tipus sylvestris/uncinata	-5735	-5631	0.974549	42.596055	Gassiot et al. 2020	Gassiot20
Fagnigola	Italy	EN	Str. 23 T. 1	CNA-5150.1.1	6082	30	plant seed	Triticum/Hordeum	-5204	-4852	12.687636	45.844969	Unpublished	Unpublished
Fagnigola	Italy	EN	Str. 27 T. 1	CNA-5151.1.1	6117	30	plant seed	Hordeum vulgare s. l.	-5209	-4944	12.687636	45.844969	Unpublished	Unpublished
Fagnigola	Italy	EN	Str. 19 T. 1	CNA-5152.1.1	6055	31	plant seed	Hordeum vulgare s. l. + Triticum/Hordeum	-5042	-4846	12.687636	45.844969	Unpublished	Unpublished
Fagnigola	Italy	EN	Str. 19 T. 2	CNA-5153.1.1	6093	30	plant seed	Triticum/Hordeum	-5206	-4855	12.687636	45.844969	Unpublished	Unpublished
La Gilliere	Swiss	EN	La Gilliere 1	CRG-1231	5715	130	n/a	n/a	-4891	-4332	7.359579	46.231164	Perrin 2001	Perrin01
La Gilliere	Swiss	EN	La Gilliere 1	CRG-1232	6015	100	n/a	n/a	-5211	-4704	7.359579	46.231164	Perrin 2001	Perrin01
La Gilliere	Swiss	EN	La Gilliere 2	CRG-1320	5865	62	n/a	n/a	-4893	-4550	7.359579	46.231164	Perrin 2001	Perrin01
La Gilliere	Swiss	EN	La Gilliere 2	CRG-1321	5934	64	n/a	n/a	-4995	-4681	7.359579	46.231164	Perrin 2001	Perrin01
La Gilliere	Swiss	EN	La Gilliere 2	CRG-1322	6746	90	n/a	n/a	-5802	-5481	7.359579	46.231164	Perrin 2001	Perrin01
La Gilliere	Swiss	EN	La Gilliere 2	CRG-1323	5942	66	n/a	n/a	-5000	-4681	7.359579	46.231164	Perrin 2001	Perrin01
Sion-Planta	Swiss	EN	Layer 6C	CRG-271	6400	140	wood charcoal	n/d	-5621	-5045	7.357827	46.232916	Guilaine 1987	https://doi.org/10.4000/books.editionscnrs.945
Sion-Planta	Swiss	EN	Layer 6C	CRG-276	6400	120	wood charcoal	n/d	-5616	-5061	7.357827	46.232916	Guilaine 1987	https://doi.org/10.4000/books.editionscnrs.945
Sion-Planta	Swiss	EN	Layer 6C	CRG-277	5400	130	wood charcoal	n/d	-4495	-3961	7.357827	46.232916	Gallay et al. 1987	https://doi.org/10.4000/books.editionscnrs.1114.
Sion-Planta	Swiss	EN	Layer 6C	CRG-278	5900	80	wood charcoal	n/d	-4987	-4551	7.357827	46.232916	Gallay et al. 1987	https://doi.org/10.4000/books.editionscnrs.1114.
Sion-Planta	Swiss	EN	Layer 6C	CRG-279	6200	100	wood charcoal	n/d	-5371	-4851	7.357827	46.232916	Gallay et al. 1987	https://doi.org/10.4000/books.editionscnrs.1114.
Sion-Planta	Swiss	EN	Layer 6C	CRG-280	6500	80	wood charcoal	n/d	-5618	-5316	7.357827	46.232916	Guilaine 1987	https://doi.org/10.4000/books.editionscnrs.945
Grotte de la Vieille Eglise	France	MN	Layer 5A	CRG-290	5180	150	animal bone	n/d	-4330	-3656	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	MN	Layer 5A	CRG-302	5335	67	wood charcoal	n/d	-4331	-3995	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	MN	Layer 5A	CRG-411	5384	128	wood charcoal	n/d	-4490	-3956	6.2834	45.9001	Banadora BD	Banadora21
Grotte de la Vieille Eglise	France	MN	Layer 5A	CRG-412	5135	105	wood charcoal	n/d	-4234	-3657	6.2834	45.9001	Banadora BD	Banadora21
Abri Freymond	Swiss	MN	Layer 2-3	CRG-430	5484	128	wood charcoal	n/d	-4602	-3994	6.4167	46.6334	Crotti & Pignat 1986	https://doi.org/10.5169/seals-8237PDF
Grotte de la Vieille Eglise	France	EN	Layer 5B	CRG-539	6255	103	animal bone	n/d	-5472	-4953	6.2834	45.9001	Banadora BD	Banadora21
Sous-le-Scex	Swiss	MN	Layer 20, Hearth 7	CRG-567	5570	80	wood charcoal	n/d	-4603	-4254	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 26a	CRG-569	6080	80	wood charcoal	n/d	-5213	-4797	7.364469	46.232529	Piguet 2011	Piguet11
Abri Freymond	Swiss	LM	Layer 4b	CRG-579	7190	140	wood charcoal	n/d	-6378	-5789	6.4167	46.6334	Perrin 2001	Perrin01
Abri Freymond	Swiss	MN	Layer 3, st.46	CRG-580	5980	175	wood charcoal	n/d	-5306	-4461	6.4167	46.6334	Perrin 2001	Perrin01
Abri Freymond	Swiss	MN	Layer 2-3	CRG-581	5715	160	wood charcoal	n/d	-4986	-4251	6.4167	46.6334	Crotti & Pignat 1986	https://doi.org/10.5169/seals-8237PDF
Abri Freymond	Swiss	MN	Layer 3, st.41	CRG-582	5950	100	wood charcoal	n/d	-5204	-4550	6.4167	46.6334	Perrin 2001	Perrin01
Sous-le-Scex	Swiss	MN	Layer 20, Hearth 7	CRG-743	5620	80	wood charcoal	n/d	-4675	-4335	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 18-19, Hearth 50	CRG-746	5845	210	wood charcoal	n/d	-5296	-4273	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 18-19, Hearth 50	CRG-747	5860	140	wood charcoal	n/d	-5202	-4370	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 18base	CRG-748	5700	250	wood charcoal	n/d	-5208	-3998	7.364469	46.232529	Piguet 2011	Piguet11
Barmaz	Swiss	MN	Layer 6	CRG-750	5255	120	human bone	Homo sapiens	-4341	-3798	6.939533	46.273214	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 18, E14-15	CRG-760	6170	235	wood charcoal	n/d	-5609	-4553	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 18, E14-15	CRG-761	6140	125	wood charcoal	n/d	-5366	-4735	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	MN	Layer 19, Surface 1	CRG-762	5640	200	wood charcoal	n/d	-4983	-4001	7.364469	46.232529	Piguet 2011	Piguet11
Barmaz	Swiss	MN	Layer 6	CRG-763	5150	80	human bone	Homo sapiens	-4230	-3714	6.939533	46.273214	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 22, Structure 59	CRG-852	6095	70	wood charcoal	n/d	-5214	-4839	7.364469	46.232529	Piguet 2011	Piguet11
Chemin des Collines	Swiss	EN	z.E, Hearth 4	CRG-885	6025	70	n/a	n/a	-5206	-4724	7.353822	46.232509	Hafner 2012	Hafner12
Chemin des Collines	Swiss	EN	z.E, Hearth 3	CRG-886	6780	80	n/a	n/a	-5841	-5536	7.353822	46.232509	Hafner 2012	Hafner12
Sion - Avenue Ritz	Swiss	MN	Pit 2	CRG-915	5360	80	wood charcoal	n/d	-4346	-3992	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	TP 23	CRG-916	5230	95	wood charcoal	n/d	-4326	-3801	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	Pit 31	CRG-917	5130	70	wood charcoal	n/d	-4218	-3711	7.359572	46.235841	Piguet 2011	Piguet11
Chemin des Collines	Swiss	MN	z.W Layer 8, Burial 8	CRG-924	7190	180	n/a	n/a	-6409	-5736	7.353822	46.232509	Hafner 2012	Hafner12
Chemin des Collines	Swiss	MN	z.W Layer 8-6	CRG-925	6645	85	n/a	n/a	-5723	-5416	7.353822	46.232509	Hafner 2012	Hafner12
Chemin des Collines	Swiss	MN	z.W Layer 8-6	CRG-926	5450	165	n/a	n/a	-4680	-3956	7.353822	46.232509	Hafner 2012	Hafner12
Chemin des Collines	Swiss	MN	z.W Layer 8-6	CRG-927	6515	70	n/a	n/a	-5618	-5331	7.353822	46.232509	Hafner 2012	Hafner12
Chemin des Collines	Swiss	LM	z.W Layer 9	CRG-928	7400	60	n/a	n/a	-6400	-6086	7.353822	46.232509	Hafner 2012	Hafner12
Cueva de Murcielagos de Albunol	Spain	EN	n/a	CSIC-1133	6086	45	organic	Gramineae	-5208	-4847	-3.214978	36.795137	Mazzucco et al. 2018	10.1016/j.quaint.2017.04.018
Cueva de Murcielagos de Albunol	Spain	EN	n/a	CSIC-1134	5900	38	organic	Gramineae	-4886	-4690	-3.214978	36.795137	Carrasco & Martinez 2014	Carrasco14
Abrigo de Verdelpino	Spain	MN	III	CSIC-150b	5170	130	animal bone	n/d	-4323	-3657	-2.08	40.15	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Abrigo de Verdelpino	Spain	MN	III	CSIC-152b	5120	130	animal bone	n/d	-4240	-3648	-2.08	40.15	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Abrigo de Verdelpino	Spain	UM	IV	CSIC-153b	7950	150	animal bone	n/d	-7314	-6476	-2.08	40.15	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Balma de Son Matge	Spain	EM	n/a	CSIC-176	5820	360	n/a	n/a	-5482	-3961	2.627107	39.693893	Ramis & Bover 2001	https://doi.org/10.1006/jasc.2000.0548
Alto de Rodilla	Spain	EN	Pit E2	CSIC-1967	6170	55	human bone	Homo sapiens	-5298	-4953	-3.468735	42.457831	Marcos 2019	https://doi.org/10.21630/maa.2019.70.06
Cueva de Murcielagos de Albunol	Spain	EN	n/a	CSIC-247	7440	100	wood charcoal	n/d	-6455	-6081	-3.214978	36.795137	Carrasco & Martinez 2014	Carrasco14
Cova del Parco	Spain	EN	Ia	CSIC-279	5790	170	animal bone	n/d	-5203	-4275	0.960622	41.912431	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova del Parco	Spain	EN	Ia	CSIC-280	6450	230	animal bone	n/d	-5830	-4847	0.960622	41.912431	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova del Parco	Spain	EN	IAB-39	CSIC-281	6170	70	wood charcoal	n/d	-5306	-4938	0.960622	41.912431	Schuhmacher & Weniger 1995	https://doi.org/10.3989/tp.1995.v52.i2.419
Cova Fosca	Spain	LM	Zi -184	CSIC-353	7640	110	wood charcoal	n/d	-6696	-6235	-0.13224	40.45999	Olaria Puyoles 2000	Olaria00
Cova Fosca	Spain	LM	Zi -180	CSIC-356	7100	70	wood charcoal	n/d	-6081	-5802	-0.13224	40.45999	Olaria Puyoles 2000	Olaria00
Cova Fosca	Spain	LM	Zi -182	CSIC-357	7210	70	wood charcoal	n/d	-6228	-5926	-0.13224	40.45999	Olaria Puyoles 2000	Olaria00
Cueva de Chaves	Spain	EN	1b	CSIC-378	6460	70	wood charcoal	n/d	-5604	-5230	-0.15	42.2255	Utrilla et al. 2018	https://doi.org/10.3989/tp.2018.12214
Cueva de Chaves	Spain	EN	1a	CSIC-379	6230	70	human bone	Homo sapiens	-5356	-4997	-0.15	42.2255	Utrilla et al. 2018	https://doi.org/10.3989/tp.2018.12214
Cueva de Chaves	Spain	EN	1b int	CSIC-381	6120	70	wood charcoal	n/d	-5284	-4846	-0.15	42.2255	Utrilla et al. 2018	https://doi.org/10.3989/tp.2018.12214
Espluga de la Puyascada	Spain	EN	Layer II	CSIC-382	5930	70	wood charcoal	n/d	-4997	-4616	0.2863	42.4524	Baldellou 1987	Baldellou87
Espluga de la Puyascada	Spain	EN	Layer II	CSIC-384	5930	60	wood charcoal	n/d	-4988	-4683	0.2863	42.4524	Baldellou 1987	Baldellou87
Es Pouas	Spain	MN	Horizonte holocenico	CSIC-870	5770	100	animal bone	Avis sp.	-4841	-4368	1.35818	39.03765	Gomez Bellard 1995	https://doi.org/10.1080/00438243.1995.9980286
Abrigo de Alonso Norte	Spain	EN	n/a	D-AMS-018640	6069	27	wood charcoal	n/d	-5199	-4851	-0.163268	41.057848	Laborda et al. 2017	Laborda17
Espluga de la Puyascada	Spain	EN	Layer II	D-AMS-019110	6206	31	animal bone	Ovis aries	-5298	-5046	0.2863	42.4524	Laborda 2018	Laborda18
Cueva de Chaves	Spain	EN	1a	D-AMS-15831	6180	54	human bone	Homo sapiens	-5302	-4991	-0.15	42.2255	Utrilla et al. 2018	https://doi.org/10.3989/tp.2018.12214
Lugo di Grezzana	Italy	EN	US 509 - Sect. X	DSA-728	6134	28	plant seed	Corylus avellana	-5210	-4993	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 567 - Sect. X	DSA-729	6161	22	wood charcoal	n/d	-5211	-5016	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 533 - Sect. X	DSA-733	6246	24	wood charcoal	n/d	-5306	-5073	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	Sector X, US 827	DSA-734	6272	23	wood charcoal	n/d	-5311	-5211	10.994079	45.562251	Facchinetti 2012	Facchinetti12
Lugo di Grezzana	Italy	EN	US 834 - Sect. X	DSA-737	6223	56	wood charcoal	n/d	-5313	-5030	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 467 - Sect. X	DSH-299	6356	26	wood charcoal	n/d	-5463	-5221	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 254 - Sect. IX	DSH-300	6217	26	plant seed	Triticum aestivum/durum	-5299	-5056	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 102 - Sett XII	DSH-301	6090	41	plant seed	Triticum/Hordeum	-5208	-4849	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 169 - Sect. XII	DSH-302	6210	35	plant seed	Triticum dicoccum	-5300	-5046	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 230 - Sect. X	DSH-349	6237	27	plant seed	Corylus avellana	-5305	-5067	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 214 - Sect. IX	DSH-461	5959	48	wood charcoal	n/d	-4984	-4719	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Lugo di Grezzana	Italy	EN	US 215 - Sect. IX	DSH-462	5946	24	plant seed	Corylus avellana	-4901	-4726	10.994079	45.562251	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Abri de la Grande Rivoire	France	EN	D22	ECHo-1261	6410	45	animal bone	Soricidae sp.	-5476	-5308	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Abri de la Grande Rivoire	France	LMEN	D28	ECHo-1702	6750	50	animal bone	Soricidae sp.	-5732	-5564	5.644342	45.221564	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
La Draga	Spain	EN	n/a	ECHo-2448	6090	90	plant seed	Papaver somniferum	-5292	-4791	2.758536	42.126877	Salavert et al. 2020	https://doi.org/10.1038/s41598-020-76924-3
Mas de Vignoles IV	France	EN	Burial.2161	Erl-11786	6295	52	human bone	Homo sapiens	-5375	-5071	4.363	43.811	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Mas Neuf	France	EN	n/a	Erl-11802	7210	63	shell	Vitrea contracta	-6226	-5933	4.35799	43.8056	Perrin et al. 2014	Perrin14
Mas Neuf	France	EN	n/a	Erl-11835	6088	48	plant seed	Cerealia sp.	-5209	-4847	4.35799	43.8056	Perrin et al. 2014	Perrin14
Vigne du Bioaux	France	EN	Amt-2133	Erl-13430	6097	57	animal bone	Bos sp.	-5210	-4847	3.385726	43.418213	Perrin & Manen 2021	https://doi.org/10.1371/journal.pone.0246964
Barreau de la Deveze sud	France	MN	Burial 3036	Erl-15185	5525	42	human bone	Homo sapiens	-4452	-4267	3.281184	43.337487	Vergely et al. 2012	Vergely12
ZAC de Fumerian	France	MN	Structure / Pit	Erl-15644	5303	71	human bone	Homo sapiens	-4326	-3980	4.466667	43.816667	Tcheremissinoff et al. 2016	Tcheremissinoff16
Mas de Vignoles X	France	EN	US 1005	Erl-9579	6048	56	plant seed	Cerealia sp.	-5206	-4792	4.362703	43.807419	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Mas de Vignoles X	France	EN	US 1005	Erl-9580	6182	56	wood charcoal	n/d	-5304	-4989	4.362703	43.807419	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
La Torreta/El Monastil	Italy	MN	US 61	ETH-12494	5440	55	animal bone	Ovis sp.	-4442	-4058	10.9966	45.8917	Facchinetti 2012	Facchinetti12
La Torreta/El Monastil	Italy	MN	US 75	ETH-12495	5580	65	animal bone	Ovis sp.	-4548	-4272	10.9966	45.8917	Facchinetti 2012	Facchinetti12
La Torreta/El Monastil	Italy	MN	US 76	ETH-12496	5570	55	animal bone	n/d	-4536	-4333	10.9966	45.8917	Facchinetti 2012	Facchinetti12
Barmaz	Swiss	MN	Layer 6	ETH-12935	5445	70	human bone	Homo sapiens	-4446	-4056	6.939533	46.273214	Piguet 2011	Piguet11
Barmaz	Swiss	MN	Layer 6	ETH-13284	5295	65	animal bone	n/d	-4321	-3981	6.939533	46.273214	Piguet 2011	Piguet11
Mezzocorona Borgonuovo	Italy	LM	Burial US 145	ETH-15980	6005	75	human bone	Homo sapiens	-5206	-4713	11.130036	46.217217	Facchinetti 2012	Facchinetti12
Mezzocorona Borgonuovo	Italy	LM	Burial US 145	ETH-15981	6170	70	human bone	Homo sapiens	-5306	-4938	11.130036	46.217217	Facchinetti 2012	Facchinetti12
Mezzocorona Borgonuovo	Italy	LM	US 151	ETH-15984	6410	75	human bone	Homo sapiens	-5515	-5216	11.130036	46.217217	Facchinetti 2012	Facchinetti12
Sous-le-Scex	Swiss	EN	Layer 12, Burial 6	ETH-16197	5150	65	human bone	Homo sapiens	-4224	-3777	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 16b, Burial 13	ETH-16198	5747	75	human bone	Homo sapiens	-4786	-4408	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 16a, Burial 20	ETH-16200	5570	65	human bone	Homo sapiens	-4544	-4268	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 16a, Burial 4	ETH-16201	5340	60	human bone	Homo sapiens	-4331	-4000	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 17, Burial 24	ETH-16203	5715	65	human bone	Homo sapiens	-4716	-4371	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 13, Burial 8	ETH-17642	5160	60	human bone	Homo sapiens	-4222	-3792	7.364469	46.232529	Piguet 2011	Piguet11
Sous-le-Scex	Swiss	EN	Layer 11, Burial 3	ETH-17643	5070	65	human bone	Homo sapiens	-3985	-3659	7.364469	46.232529	Piguet 2011	Piguet11
Carrara San Francesco	Italy	EN	Burial 2	ETH-21724	6080	65	human bone	Homo sapiens	-5210	-4839	16.502	41.241	Fiorentino et al. 2013	https://doi.org/10.1177/0959683613486942
Grotte du Mourre de la Barque	France	EN	C6	ETH-26417	6305	55	organic	n/d	-5468	-5072	5.663	43.655	Willigen et al. 2009	https://doi.org/10.1017/S0033822200056137
Baume d'Oullins	France	EN	Layer 6	ETH-27972	6510	60	animal bone	Bos sp.	-5616	-5333	4.456943	44.342326	Manning et al. 2016	https://doi.org/10.5334/joad.40
Baume d'Oullins	France	EN	Layer 6	ETH-27973	6265	65	animal bone	n/d	-5371	-5044	4.456943	44.342326	Courtin 1976	Courtin76
Baume d'Oullins	France	EN	Layer 6	ETH-27974	6250	60	animal bone	Bos sp.	-5357	-5041	4.456943	44.342326	Manning et al. 2016	https://doi.org/10.5334/joad.40
Baume d'Oullins	France	EN	Layer 6	ETH-27975	6360	60	animal bone	n/d	-5473	-5216	4.456943	44.342326	Manen et al. 2018	https://doi.org/10.1017/RDC.2018.98
Grotte du Mourre de la Barque	France	EN	D4	ETH-27978	6165	65	animal bone	n/d	-5302	-4939	5.663	43.655	Willigen et al. 2009	https://doi.org/10.1017/S0033822200056137
Grotte du Mourre de la Barque	France	EN	D4	ETH-27979	6225	60	animal bone	n/d	-5315	-5011	5.663	43.655	Willigen et al. 2009	https://doi.org/10.1017/S0033822200056137
Grotte du Mourre de la Barque	France	EN	D4	ETH-27980	6285	65	animal bone	n/d	-5466	-5051	5.663	43.655	Willigen et al. 2009	https://doi.org/10.1017/S0033822200056137
Grotte du Mourre de la Barque	France	EN	D4	ETH-27981	6065	65	animal bone	n/d	-5209	-4798	5.663	43.655	Willigen et al. 2009	https://doi.org/10.1017/S0033822200056137
Villandro/Villanders	Italy	MN	US 30, tg 1, sect D/2	ETH-30051	5555	75	wood charcoal	n/d	-4548	-4251	11.540357	46.63156	Nisbet 2008	Nisbet08
Villandro/Villanders	Italy	MN	US 30, tg 6, sect 13	ETH-30053	5425	60	wood charcoal	n/d	-4437	-4054	11.540357	46.63156	Nisbet 2008	Nisbet08
Villandro/Villanders	Italy	EN	US 30 T.4 S.40	ETH-30054	5475	60	n/a	n/a	-4452	-4080	11.540357	46.63156	Facchinetti 2012	Facchinetti12
Villandro/Villanders	Italy	EN	US 30 T.5 S.41	ETH-30055	5420	60	n/a	n/a	-4361	-4053	11.540357	46.63156	Facchinetti 2012	Facchinetti12
Villandro/Villanders	Italy	EN	US 30 T.7 S.40	ETH-30057	6920	60	n/a	n/a	-5977	-5673	11.540357	46.63156	Facchinetti 2012	Facchinetti12
Villandro/Villanders	Italy	EN	US 30, tg 8, sect 42	ETH-30058	6050	60	wood charcoal	n/d	-5208	-4792	11.540357	46.63156	Mottes 2013	Mottes13
Villandro/Villanders	Italy	EN	US 30 tg 9	ETH-30059	6105	60	wood charcoal	n/d	-5212	-4848	11.540357	46.63156	Mottes 2013	Mottes13
La Draga	Spain	EN	n/a	ETH-88875	6110	25	plant seed	Triticum aestivum/durum	-5208	-4942	2.758536	42.126877	Salavert et al. 2020	https://doi.org/10.1038/s41598-020-76924-3
Coro Trasito	Spain	EN	Layer 3006 base, Test pit	ETH-88905	5928	75	plant seed	Hordeum vulgare var. nudum	-5000	-4611	0.177973	42.595563	Gassiot et al. 2019	Gassiot19
Coro Trasito	Spain	EN	Layer 3005-inferior	ETH-88906	5609	25	plant seed	Corylus avellana	-4496	-4358	0.177973	42.595563	Gassiot et al. 2019	Gassiot19
Abri Freymond	Swiss	EM	Layer 4c inf. 4d	ETH-9570	7745	85	wood charcoal	n/d	-6822	-6426	6.4167	46.6334	Perrin 2001	Perrin01
Grotta delle Soppressate	Italy	LM	Layer C	F-33	7540	135	shell	n/d	-6642	-6086	14.486275	40.629856	Azzi et al. 1973	https://doi.org/10.1017/S0033822200008948
Arma di Nasino	Italy	EN	IX oben	F-7	6050	130	wood charcoal	n/d	-5307	-4680	8.03115	44.112705	Alessio et al. 1968	https://doi.org/10.1017/S003382220001095X
Arma di Nasino	Italy	EN	IX unten	F-8	6010	130	wood charcoal	n/d	-5296	-4603	8.03115	44.112705	Alessio et al. 1968	https://doi.org/10.1017/S003382220001095X
Cova d'en Pau	Spain	MN	n/a	Gak-12409	5620	180	plant seed	Corylus avellana	-4897	-4048	2.75	42.1667	Manen & Sabatier 2003	https://doi.org/10.3406/bspf.2003.12868
Cova Avellaner	Spain	EN	Cavidad 1	GaK-12933	5920	180	wood charcoal	n/d	-5294	-4372	2.543608	42.074979	Gibaja et al. 2018	https://doi.org/10.21630/maa.2018.69.01
La Draga	Spain	EN	E6-foyer	Gak-15223	5710	170	wood charcoal	n/d	-4997	-4177	2.758536	42.126877	Manen & Sabatier 2003	https://doi.org/10.3406/bspf.2003.12868
Cueva del Toro	Spain	EN	IIIa-IIIb	GaK-8059	5320	230	wood charcoal	n/d	-4671	-3647	-4.538341	36.952892	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Cueva del Toro	Spain	EN	IIIa-IIIb	GaK-8060	5450	120	wood charcoal	n/d	-4536	-3991	-4.538341	36.952892	Juan Cabanilles & Marti Oliver 2002	Cabanilles02
Cueva de Nerja	Spain	LM	unit 5 inf	GaK-8962	7960	200	wood charcoal	n/d	-7456	-6453	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
Cueva de Nerja	Spain	LM	unit 5 inf	GaK-8963	7160	150	wood charcoal	n/d	-6370	-5736	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
Cueva de Nerja	Spain	LM	unit 7	GaK-8968	7390	120	plant seed	Cerealia sp.	-6453	-6029	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
Cueva de Nerja	Spain	MN	unit 6	GaK-8969	5790	140	wood charcoal	n/d	-4987	-4353	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
Cueva de Nerja	Spain	MN	unit 6	GaK-8971	7160	150	plant seed	Corylus avellana	-6370	-5736	-3.844529	36.762871	Carrasco & Martinez 2014	Carrasco14
Cueva de Nerja	Spain	LM	unit 5 inf	GaK-8973	7160	180	plant seed	Corylus avellana	-6399	-5721	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
Cueva de Nerja	Spain	LM	unit 5 inf	GaK-8974	7890	170	wood charcoal	n/d	-7313	-6430	-3.844529	36.762871	Serrano et al. 1997	https://doi.org/10.1006/qres.1997.1920
